id,MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_CODE,MEMBERSHIP_STATUS,START_DATE,END_DATE
3583,47,100000.0,M,M,699996.0,1.0,TYPE-B,47,3,ANNUAL,882800,1,20100331,20110527.0
3584,17,100000.0,M,M,350004.0,1.0,TYPE-B,33,2,SEMI-ANNUAL,186577,0,20080717,
3585,17,119997.84,,F,,6.0,TYPE-A,69,3,MONTHLY,348355,0,20121213,
3586,27,120132.12,S,M,570000.0,1.0,TYPE-A,41,0,MONTHLY,1245222,0,20120221,
3587,22,120000.28,M,M,600000.0,1.0,TYPE-A,57,1,QUARTERLY,343500,0,20130627,
3588,17,310497.18,,F,,6.0,TYPE-A,77,3,ANNUAL,343344,0,20121217,
3589,46,189363.0,M,M,800004.0,1.0,TYPE-B,48,1,ANNUAL,832244,0,20100831,
3590,22,100000.0,W,F,,6.0,TYPE-B,62,0,QUARTERLY,343344,0,20091022,
3591,27,417700.06,M,M,799992.0,1.0,TYPE-A,54,3,ANNUAL,343344,0,20130118,
3592,91,100595.44,,M,,1.0,TYPE-A,47,0,SEMI-ANNUAL,1126900,1,20110331,20131028.0
3593,17,100000.8,S,M,500004.0,1.0,TYPE-B,29,0,MONTHLY,395244,0,20081031,
3594,27,200000.0,M,M,500004.0,1.0,TYPE-B,36,3,SEMI-ANNUAL,186899,0,20080229,
3595,17,101990.28,M,M,480000.0,1.0,TYPE-A,52,2,MONTHLY,343511,1,20130111,20130226.0
3596,24,100000.0,M,M,399996.0,1.0,TYPE-B,70,2,ANNUAL,188777,0,20100331,
3597,41,150000.0,M,M,999996.0,1.0,TYPE-B,54,3,ANNUAL,883833,1,20100706,20110831.0
3598,12,100000.0,,M,,1.0,TYPE-B,61,1,ANNUAL,261500,0,20110228,
3599,38,300000.0,M,M,999996.0,1.0,TYPE-B,57,2,ANNUAL,739255,1,20100730,20110926.0
3600,25,100000.0,M,F,450000.0,1.0,TYPE-B,70,3,ANNUAL,893900,0,20100329,
3601,12,500000.0,M,M,649992.0,1.0,TYPE-B,37,1,ANNUAL,1219222,0,20121031,
3602,59,101204.58,M,M,999996.0,1.0,TYPE-A,46,2,SEMI-ANNUAL,1130466,0,20110331,
3603,17,125722.96,S,F,540000.0,1.0,TYPE-A,25,0,SEMI-ANNUAL,1079488,0,20131107,
3604,17,199997.4,M,M,499992.0,1.0,TYPE-A,59,2,ANNUAL,1301466,0,20120229,
3605,12,120000.96,M,M,349992.0,2.0,TYPE-B,39,2,MONTHLY,1280066,0,20121228,
3606,22,100195.0,M,M,399996.0,1.0,TYPE-B,45,3,ANNUAL,678122,1,20090916,20111115.0
3607,19,102594.51,M,M,1200000.0,2.0,TYPE-A,51,1,ANNUAL,1416111,0,20130830,
3608,27,100000.0,S,F,200004.0,5.0,TYPE-B,21,0,ANNUAL,858055,0,20100226,
3609,31,100000.0,M,M,420000.0,1.0,TYPE-B,53,3,SEMI-ANNUAL,106611,1,20080721,20090322.0
3610,101,243910.94,,M,1599996.0,1.0,TYPE-A,30,0,SEMI-ANNUAL,1361633,0,20130130,
3611,17,206182.09,M,F,349992.0,2.0,TYPE-A,29,3,ANNUAL,1305711,0,20130426,
3612,17,121856.16,M,M,480000.0,1.0,TYPE-A,57,2,MONTHLY,343344,0,20121119,
3613,12,300002.4,M,M,349992.0,1.0,TYPE-B,56,1,MONTHLY,1360477,0,20121108,
3614,27,150000.0,M,F,,4.0,TYPE-B,58,3,ANNUAL,343344,0,20091021,
3615,17,100000.72,M,F,399996.0,2.0,TYPE-A,42,2,ANNUAL,1278355,0,20121231,
3616,22,103090.06,M,M,699996.0,1.0,TYPE-A,57,3,ANNUAL,343466,0,20130731,
3617,12,100000.0,M,M,999996.0,5.0,TYPE-B,56,1,ANNUAL,409933,0,20081218,
3618,12,100000.0,M,M,399996.0,2.0,TYPE-B,72,3,ANNUAL,1304133,0,20130109,
3619,12,100000.0,,M,1999992.0,1.0,TYPE-B,57,3,ANNUAL,397477,0,20121129,
3620,12,100000.0,S,M,525000.0,1.0,TYPE-B,28,0,ANNUAL,778699,1,20120330,20130527.0
3621,12,250000.0,M,F,713496.0,1.0,TYPE-B,44,1,ANNUAL,1282388,1,20120227,20130426.0
3622,96,119998.44,,M,999996.0,2.0,TYPE-A,39,0,MONTHLY,1358300,0,20130123,
3623,12,250000.0,M,M,439992.0,1.0,TYPE-B,38,2,ANNUAL,344055,0,20120320,
3624,12,100000.0,M,F,300000.0,1.0,TYPE-B,50,2,ANNUAL,733644,1,20100826,20111025.0
3625,27,100000.0,,,,1.0,TYPE-B,63,1,ANNUAL,632811,0,20100224,
3626,17,119999.88,M,M,500004.0,1.0,TYPE-B,30,1,MONTHLY,88377,0,20080602,
3627,38,100000.0,M,M,800004.0,1.0,TYPE-B,47,1,SEMI-ANNUAL,233977,1,20090826,20100427.0
3628,22,100000.0,,,,1.0,TYPE-B,53,0,ANNUAL,383755,0,20091005,
3629,17,102890.4,W,F,799992.0,2.0,TYPE-A,59,0,MONTHLY,1079488,0,20130612,
3630,70,100000.0,,,,1.0,TYPE-B,55,0,ANNUAL,549433,1,20100208,20110409.0
3631,12,200000.0,M,M,999996.0,1.0,TYPE-B,45,1,ANNUAL,872566,1,20100309,20110508.0
3632,17,100000.0,M,F,499992.0,1.0,TYPE-B,26,2,ANNUAL,668522,0,20090722,
3633,43,100000.0,M,M,1200000.0,1.0,TYPE-B,41,1,ANNUAL,211011,0,20080602,
3634,17,349999.88,S,M,7999992.0,2.0,TYPE-A,25,0,ANNUAL,788544,0,20121221,
3635,76,121966.92,S,M,450000.0,1.0,TYPE-A,27,0,MONTHLY,1378500,0,20130228,
3636,97,203035.76,,F,337992.0,1.0,TYPE-A,34,0,SEMI-ANNUAL,749322,1,20120229,20120927.0
3637,22,200000.0,M,M,999996.0,1.0,TYPE-B,46,2,ANNUAL,225699,0,20091111,
3638,12,200000.0,M,M,2499996.0,,TYPE-B,45,3,ANNUAL,1002099,0,20100909,
3639,12,199999.99,M,M,600000.0,1.0,TYPE-B,51,1,ANNUAL,206266,0,20110331,
3640,17,100000.72,M,F,399996.0,2.0,TYPE-A,41,2,ANNUAL,570155,0,20121231,
3641,12,100000.0,S,M,600000.0,1.0,TYPE-B,28,0,ANNUAL,1113444,0,20101029,
3642,12,200000.0,,F,1200000.0,1.0,TYPE-B,61,0,SEMI-ANNUAL,792577,1,20130218,20131015.0
3643,17,100008.03,,M,,6.0,TYPE-A,66,0,ANNUAL,1135788,0,20130508,
3644,17,100000.0,,,,1.0,TYPE-B,39,1,SEMI-ANNUAL,265166,0,20080710,
3645,29,100000.0,M,F,,6.0,TYPE-B,61,3,ANNUAL,684044,1,20100818,20111017.0
3646,12,100000.0,M,M,300000.0,1.0,TYPE-B,46,3,ANNUAL,575177,0,20081231,
3647,17,100000.0,M,M,375000.0,1.0,TYPE-B,46,1,SEMI-ANNUAL,515033,0,20081119,
3648,22,100000.0,M,M,399996.0,1.0,TYPE-B,36,2,SEMI-ANNUAL,462855,0,20090317,
3649,17,268833.12,M,F,399996.0,2.0,TYPE-A,67,1,MONTHLY,1273200,0,20120614,
3650,12,100000.0,M,F,200004.0,1.0,TYPE-B,37,1,SEMI-ANNUAL,112988,0,20080225,
3651,83,200000.4,,M,1599996.0,1.0,TYPE-A,49,0,ANNUAL,132000,0,20130319,
3652,95,100514.82,,F,,1.0,TYPE-A,26,0,ANNUAL,1219222,1,20110331,20120427.0
3653,22,101201.45,M,M,800004.0,1.0,TYPE-B,52,2,ANNUAL,328288,1,20080822,20111021.0
3654,12,100000.0,M,F,500004.0,5.0,TYPE-B,37,2,ANNUAL,498599,0,20090224,
3655,47,100000.0,M,M,499992.0,1.0,TYPE-B,43,1,SEMI-ANNUAL,183611,1,20100217,20101016.0
3656,17,106930.08,M,F,180000.0,1.0,TYPE-A,38,2,MONTHLY,1147077,0,20110316,
3657,70,118207.66,,M,,1.0,TYPE-A,11,1,SEMI-ANNUAL,1339399,0,20120809,
3658,35,400000.0,M,F,999996.0,1.0,TYPE-B,49,2,ANNUAL,569033,1,20090413,20100608.0
3659,12,500000.0,S,M,600000.0,1.0,TYPE-B,25,0,ANNUAL,1269899,0,20130331,
3660,17,100513.06,M,M,300000.0,1.0,TYPE-A,40,3,SEMI-ANNUAL,1132733,1,20110210,20110907.0
3661,27,100000.0,,,,6.0,TYPE-B,63,1,ANNUAL,183611,0,20100527,
3662,17,120000.96,M,M,600000.0,1.0,TYPE-B,30,1,MONTHLY,64944,0,20080523,
3663,17,271580.12,,M,499992.0,2.0,TYPE-A,65,1,SEMI-ANNUAL,343344,0,20131118,
3664,17,160072.44,M,M,499992.0,1.0,TYPE-A,54,2,QUARTERLY,348144,1,20130131,20130525.0
3665,69,300000.03,,M,,6.0,TYPE-A,65,2,ANNUAL,1290566,1,20120131,20130227.0
3666,100,120618.4,,M,,1.0,TYPE-A,58,0,SEMI-ANNUAL,1132366,1,20110125,20110824.0
3667,22,100000.0,M,M,4980000.0,2.0,TYPE-B,37,1,SEMI-ANNUAL,1425266,0,20130627,
3668,12,100000.0,S,M,900000.0,1.0,TYPE-B,27,0,ANNUAL,33844,0,20100831,
3669,17,150001.2,M,M,600000.0,1.0,TYPE-B,33,3,MONTHLY,249699,0,20100226,
3670,12,149999.99,M,M,849996.0,1.0,TYPE-B,58,2,ANNUAL,418122,1,20110331,20130527.0
3671,17,100000.44,M,F,289992.0,2.0,TYPE-A,47,2,ANNUAL,364999,0,20130326,
3672,22,100000.42,S,M,267396.0,2.0,TYPE-A,21,0,ANNUAL,377588,0,20130618,
3673,12,100000.0,M,M,849996.0,5.0,TYPE-B,29,3,SEMI-ANNUAL,657733,0,20090331,
3674,27,100000.0,M,M,200004.0,1.0,TYPE-B,41,1,ANNUAL,663766,1,20091221,20110219.0
3675,12,101500.0,M,M,999996.0,5.0,TYPE-B,40,1,ANNUAL,175811,0,20090416,
3676,22,125062.22,S,M,589992.0,2.0,TYPE-A,47,0,SEMI-ANNUAL,1426422,0,20131125,
3677,17,207000.29,M,F,499992.0,1.0,TYPE-A,41,1,ANNUAL,343344,0,20130218,
3678,27,100000.0,M,M,350004.0,5.0,TYPE-B,25,2,ANNUAL,747100,0,20091231,
3679,12,990007.8,M,M,600000.0,1.0,TYPE-B,51,3,MONTHLY,727777,1,20120131,20130926.0
3680,17,130558.44,,F,459996.0,2.0,TYPE-A,57,1,MONTHLY,343344,0,20131011,
3681,12,125000.0,M,M,500004.0,5.0,TYPE-B,37,3,ANNUAL,57322,1,20071130,20090127.0
3682,30,100000.0,M,M,549996.0,1.0,TYPE-B,55,2,ANNUAL,722466,0,20090722,
3683,12,100000.0,M,M,350004.0,5.0,TYPE-B,42,1,SEMI-ANNUAL,753044,0,20091229,
3684,22,100875.0,S,M,500004.0,1.0,TYPE-B,24,0,SEMI-ANNUAL,295211,0,20090116,
3685,27,100000.8,M,M,1800000.0,5.0,TYPE-B,36,2,MONTHLY,303511,0,20090323,
3686,33,120000.0,M,M,600000.0,1.0,TYPE-B,62,1,MONTHLY,842022,1,20100210,20100605.0
3687,70,126000.8,M,M,999996.0,2.0,TYPE-A,34,2,ANNUAL,1277088,0,20111024,
3688,64,120000.0,,,,1.0,TYPE-B,26,3,MONTHLY,309877,0,20100603,
3689,24,102247.6,M,M,1800000.0,1.0,TYPE-A,55,2,ANNUAL,1292122,0,20130826,
3690,17,133829.04,M,F,,6.0,TYPE-A,63,2,MONTHLY,348355,0,20121217,
3691,17,122980.32,M,F,399996.0,1.0,TYPE-A,46,2,MONTHLY,343344,0,20130830,
3692,12,120000.96,W,F,237000.0,2.0,TYPE-B,38,0,MONTHLY,1221077,1,20111028,20120226.0
3693,12,100000.8,M,M,375000.0,1.0,TYPE-B,29,1,MONTHLY,137777,1,20090129,20090527.0
3694,17,100000.0,M,F,150000.0,1.0,TYPE-B,55,2,SEMI-ANNUAL,152900,0,20071231,
3695,17,113799.75,M,M,6000000.0,2.0,TYPE-A,63,1,ANNUAL,1342655,0,20130529,
3696,24,200000.0,M,M,,6.0,TYPE-B,70,2,ANNUAL,343344,0,20100908,
3697,27,111111.0,M,M,459996.0,1.0,TYPE-B,36,3,ANNUAL,829977,0,20100527,
3698,19,150000.0,S,M,425004.0,1.0,TYPE-B,30,0,SEMI-ANNUAL,232788,0,20090227,
3699,12,100000.0,,,,1.0,TYPE-B,54,0,ANNUAL,814566,1,20100309,20110508.0
3700,22,100000.31,M,M,949992.0,2.0,TYPE-A,35,2,ANNUAL,1160666,0,20130830,
3701,12,100000.0,M,M,499992.0,2.0,TYPE-B,43,3,ANNUAL,879255,1,20120222,20130423.0
3702,27,100000.0,M,F,399996.0,1.0,TYPE-B,34,2,ANNUAL,921266,0,20100318,
3703,12,100000.0,M,M,600000.0,1.0,TYPE-B,36,2,ANNUAL,1413288,0,20130620,
3704,76,300000.04,,F,649992.0,2.0,TYPE-A,64,0,ANNUAL,1347266,0,20130225,
3705,12,100000.0,M,M,650004.0,1.0,TYPE-B,30,2,SEMI-ANNUAL,956666,1,20100727,20110328.0
3706,44,500000.0,S,M,999996.0,1.0,TYPE-B,50,0,ANNUAL,825144,1,20100825,20111024.0
3707,35,200000.0,M,M,8400000.0,1.0,TYPE-B,49,1,ANNUAL,700,0,20071231,
3708,12,160000.0,,F,600000.0,2.0,TYPE-B,61,1,ANNUAL,1243500,1,20120229,20130429.0
3709,29,200000.0,M,F,849996.0,1.0,TYPE-B,56,1,ANNUAL,66088,0,20080215,
3710,99,160002.6,,F,399996.0,2.0,TYPE-A,28,0,MONTHLY,1288522,0,20130930,
3711,12,160003.0,S,M,350004.0,1.0,TYPE-B,27,0,ANNUAL,548011,0,20101230,
3712,17,185000.0,M,M,600000.0,1.0,TYPE-B,37,1,ANNUAL,256488,1,20100111,20110312.0
3713,52,112500.0,M,F,500004.0,1.0,TYPE-B,43,3,ANNUAL,636233,0,20100119,
3714,12,100000.0,,M,999996.0,1.0,TYPE-B,58,0,ANNUAL,1125499,1,20120831,20131027.0
3715,27,110000.0,,,,1.0,TYPE-B,75,1,ANNUAL,345733,1,20100209,20110410.0
3716,15,100000.0,M,M,,6.0,TYPE-B,70,1,SEMI-ANNUAL,183622,0,20090824,
3717,12,600000.0,M,F,600000.0,1.0,TYPE-B,37,3,ANNUAL,1383288,0,20130331,
3718,12,200000.0,M,M,1800000.0,1.0,TYPE-B,37,3,ANNUAL,865011,0,20130331,
3719,96,126937.5,,F,,1.0,TYPE-A,26,0,ANNUAL,1214344,1,20110331,20120427.0
3720,27,100000.0,S,M,300000.0,1.0,TYPE-B,23,0,ANNUAL,873622,1,20100312,20110511.0
3721,66,100000.0,M,M,999996.0,1.0,TYPE-B,27,1,ANNUAL,739255,0,20100709,
3722,17,100000.0,M,M,399996.0,1.0,TYPE-B,37,2,ANNUAL,256488,0,20091229,
3723,12,100000.0,M,M,9999972.0,1.0,TYPE-B,30,2,ANNUAL,827700,0,20091202,
3724,12,153003.06,M,M,1749996.0,1.0,TYPE-B,58,2,ANNUAL,1089600,1,20101029,20111227.0
3725,27,112000.0,M,F,,4.0,TYPE-B,44,3,ANNUAL,20900,0,20100203,
3726,49,300000.0,M,F,,4.0,TYPE-B,46,1,MONTHLY,343344,0,20100830,
3727,22,100000.0,M,F,300000.0,1.0,TYPE-B,46,2,ANNUAL,854688,1,20100409,20110606.0
3728,58,182532.0,M,M,999996.0,1.0,TYPE-B,37,2,ANNUAL,739255,0,20100127,
3729,17,102000.0,M,M,350004.0,1.0,TYPE-B,38,3,MONTHLY,49399,1,20080926,20090428.0
3730,12,3000024.0,M,M,9999996.0,1.0,TYPE-B,37,2,MONTHLY,874499,0,20100331,
3731,32,119998.08,M,M,2100000.0,1.0,TYPE-A,45,1,MONTHLY,1275599,0,20120530,
3732,45,100000.0,M,M,200004.0,1.0,TYPE-B,50,1,QUARTERLY,348077,0,20100226,
3733,17,100000.0,M,M,6340476.0,5.0,TYPE-B,57,2,ANNUAL,105999,1,20080124,20110325.0
3734,12,100000.0,M,M,350004.0,1.0,TYPE-B,40,2,SEMI-ANNUAL,319055,1,20080716,20110317.0
3735,12,200000.0,,M,,1.0,TYPE-B,50,3,ANNUAL,830699,0,20110105,
3736,17,100000.38,M,M,600000.0,2.0,TYPE-A,63,1,SEMI-ANNUAL,1132722,0,20120213,
3737,17,100000.0,M,M,399996.0,1.0,TYPE-B,35,1,ANNUAL,256488,1,20090120,20100321.0
3738,27,101953.33,S,M,600000.0,1.0,TYPE-A,30,0,ANNUAL,343344,0,20130218,
3739,12,120000.96,,F,,6.0,TYPE-B,68,2,MONTHLY,1318444,1,20120706,20130226.0
3740,32,100001.02,M,M,375000.0,5.0,TYPE-A,40,3,SEMI-ANNUAL,1308966,0,20120430,
3741,34,120000.0,M,M,1500000.0,1.0,TYPE-B,51,2,QUARTERLY,343477,0,20090323,
3742,17,121806.6,M,M,799992.0,2.0,TYPE-A,42,1,MONTHLY,343466,0,20130930,
3743,12,180000.0,,M,291996.0,2.0,TYPE-B,65,0,ANNUAL,1128477,0,20130416,
3744,12,100000.0,M,M,600000.0,2.0,TYPE-B,42,2,ANNUAL,1160200,1,20111031,20121227.0
3745,22,100000.0,S,F,300000.0,1.0,TYPE-B,22,0,ANNUAL,983399,1,20101015,20111214.0
3746,12,200000.0,,F,,1.0,TYPE-B,71,2,ANNUAL,1224499,1,20110413,20120611.0
3747,12,300000.0,M,M,1500000.0,1.0,TYPE-B,29,2,ANNUAL,22566,0,20091030,
3748,27,100000.0,M,M,500004.0,1.0,TYPE-B,43,1,SEMI-ANNUAL,875144,1,20100329,20101127.0
3749,26,199900.0,M,M,450000.0,1.0,TYPE-B,59,2,ANNUAL,247144,1,20090421,20100619.0
3750,22,247391.28,S,M,999996.0,1.0,TYPE-A,40,0,MONTHLY,348355,0,20130924,
3751,28,100000.0,M,M,300000.0,1.0,TYPE-B,67,3,ANNUAL,1002122,0,20100609,
3752,17,100000.0,M,F,,4.0,TYPE-B,35,1,ANNUAL,362899,0,20081210,
3753,75,200000.4,,M,,6.0,TYPE-A,55,0,ANNUAL,1440233,0,20131023,
3754,12,120000.96,M,M,780000.0,1.0,TYPE-B,39,3,MONTHLY,1271099,1,20111230,20130727.0
3755,32,100000.0,M,M,,6.0,TYPE-B,62,3,ANNUAL,861833,0,20100827,
3756,17,182706.96,M,M,999996.0,1.0,TYPE-A,38,2,MONTHLY,343344,0,20130607,
3757,12,135002.7,M,M,275004.0,1.0,TYPE-B,62,3,ANNUAL,1078544,0,20101126,
3758,74,330000.24,M,M,799992.0,2.0,TYPE-A,29,1,ANNUAL,1347877,0,20130331,
3759,17,125999.88,,M,,6.0,TYPE-A,75,0,MONTHLY,343344,0,20131111,
3760,17,800000.08,,F,375000.0,1.0,TYPE-A,45,0,ANNUAL,1320099,0,20130110,
3761,12,150000.0,M,M,539472.0,2.0,TYPE-B,45,2,ANNUAL,969622,0,20120221,
3762,42,1000000.0,M,M,3999996.0,1.0,TYPE-B,52,1,ANNUAL,1125188,0,20100817,
3763,17,120000.96,M,M,999996.0,5.0,TYPE-B,48,1,MONTHLY,504511,1,20081215,20090612.0
3764,12,499999.99,M,M,799992.0,1.0,TYPE-B,67,3,ANNUAL,1189422,0,20120229,
3765,12,100000.0,M,M,324996.0,1.0,TYPE-B,33,2,SEMI-ANNUAL,544766,0,20100325,
3766,54,200000.0,M,M,500004.0,1.0,TYPE-B,29,1,SEMI-ANNUAL,701777,0,20090814,
3767,12,120000.96,M,M,418992.0,2.0,TYPE-B,47,2,MONTHLY,261500,1,20130110,20130609.0
3768,91,132362.46,,M,999996.0,1.0,TYPE-A,45,0,ANNUAL,1339399,0,20120914,
3769,27,162182.4,M,F,279996.0,2.0,TYPE-A,49,1,MONTHLY,1284811,1,20120531,20120812.0
3770,65,200000.5,,M,499992.0,6.0,TYPE-A,72,3,ANNUAL,1347266,0,20121220,
3771,12,200000.0,M,M,699996.0,1.0,TYPE-B,42,2,ANNUAL,11477,0,20090812,
3772,12,350000.0,,M,499992.0,2.0,TYPE-B,77,3,ANNUAL,1399388,0,20130331,
3773,17,100000.0,M,M,800004.0,1.0,TYPE-B,54,1,SEMI-ANNUAL,472055,0,20100112,
3774,17,143406.24,M,F,,4.0,TYPE-A,66,1,MONTHLY,348300,0,20121211,
3775,56,209999.98,M,M,600000.0,2.0,TYPE-A,48,3,ANNUAL,1440222,0,20130913,
3776,66,127445.25,D,M,500004.0,1.0,TYPE-A,39,0,ANNUAL,249699,0,20110128,
3777,48,100000.0,M,M,2000004.0,1.0,TYPE-B,36,2,SEMI-ANNUAL,358599,0,20091014,
3778,27,375000.0,M,M,3000000.0,1.0,TYPE-B,39,3,ANNUAL,742477,0,20100331,
3779,27,144915.91,M,M,474996.0,2.0,TYPE-A,35,3,ANNUAL,862622,0,20111227,
3780,41,105000.0,M,M,350004.0,1.0,TYPE-B,53,1,ANNUAL,184844,0,20100831,
3781,39,150000.0,M,M,1500000.0,1.0,TYPE-B,56,1,ANNUAL,674477,0,20100125,
3782,51,100000.0,M,F,400008.0,1.0,TYPE-B,44,3,ANNUAL,712633,0,20100127,
3783,47,100000.0,M,F,999996.0,1.0,TYPE-B,47,2,ANNUAL,739255,1,20100326,20120525.0
3784,28,150000.0,M,M,630000.0,1.0,TYPE-B,57,2,ANNUAL,86244,0,20080328,
3785,17,111703.38,M,M,399996.0,2.0,TYPE-A,29,3,ANNUAL,348022,0,20130531,
3786,32,100006.89,S,M,750000.0,2.0,TYPE-A,29,0,ANNUAL,1160144,0,20120330,
3787,17,124198.92,M,M,699996.0,1.0,TYPE-A,49,3,MONTHLY,343344,0,20130325,
3788,17,100000.0,S,M,300000.0,1.0,TYPE-B,22,0,ANNUAL,117155,1,20080520,20090719.0
3789,17,100000.0,M,F,,4.0,TYPE-B,25,2,SEMI-ANNUAL,425166,1,20080930,20090527.0
3790,25,200000.0,M,M,600000.0,1.0,TYPE-B,69,1,ANNUAL,1002099,0,20100823,
3791,81,200000.5,,M,399996.0,1.0,TYPE-A,61,0,ANNUAL,1347266,0,20130331,
3792,72,299999.95,,F,109992.0,1.0,TYPE-A,57,0,ANNUAL,1440222,0,20130726,
3793,46,100000.0,M,M,500004.0,1.0,TYPE-B,48,2,SEMI-ANNUAL,188777,0,20100908,
3794,17,199982.78,M,M,399996.0,2.0,TYPE-A,36,2,SEMI-ANNUAL,1268111,1,20120827,20130327.0
3795,72,100000.0,S,M,200004.0,1.0,TYPE-B,21,0,ANNUAL,870344,0,20100309,
3796,22,100000.0,M,M,450000.0,1.0,TYPE-B,40,3,ANNUAL,1147344,0,20101018,
3797,17,100000.0,M,M,699996.0,1.0,TYPE-B,45,2,ANNUAL,199999,0,20080617,
3798,17,123588.84,M,F,399996.0,1.0,TYPE-A,48,3,MONTHLY,343500,0,20130207,
3799,27,100000.0,M,M,3999996.0,1.0,TYPE-B,39,1,SEMI-ANNUAL,194611,1,20080326,20090525.0
3800,17,128500.92,M,M,499992.0,1.0,TYPE-A,40,1,MONTHLY,348355,0,20121212,
3801,96,270167.2,,M,,1.0,TYPE-A,42,0,ANNUAL,1127800,1,20110128,20130227.0
3802,31,140000.0,W,F,249996.0,1.0,TYPE-B,54,0,ANNUAL,147855,0,20090102,
3803,52,150000.0,M,M,750000.0,1.0,TYPE-B,42,3,ANNUAL,538877,0,20100806,
3804,12,1999999.98,M,M,9799992.0,1.0,TYPE-B,58,2,SEMI-ANNUAL,1214744,0,20110531,
3805,12,100000.0,M,M,210276.0,1.0,TYPE-B,33,2,ANNUAL,1211777,1,20110318,20120517.0
3806,36,100000.0,M,F,,4.0,TYPE-B,59,1,ANNUAL,881899,0,20100224,
3807,17,253601.59,,M,199992.0,2.0,TYPE-A,50,0,ANNUAL,1442511,0,20131028,
3808,12,151151.0,,M,450000.0,2.0,TYPE-B,56,2,ANNUAL,600855,1,20120223,20130424.0
3809,12,101000.0,M,M,450000.0,5.0,TYPE-B,49,3,ANNUAL,405033,0,20090107,
3810,17,122381.88,M,M,499992.0,2.0,TYPE-A,42,2,MONTHLY,343388,0,20130708,
3811,17,240000.32,M,M,1200000.0,2.0,TYPE-A,40,1,ANNUAL,1374077,0,20130331,
3812,17,125449.32,M,F,,6.0,TYPE-A,53,1,MONTHLY,343344,0,20130314,
3813,45,101515.1,,M,,6.0,TYPE-A,65,2,ANNUAL,1219322,0,20120330,
3814,12,120000.96,M,M,399000.0,1.0,TYPE-B,47,3,MONTHLY,750266,1,20100908,20110107.0
3815,22,144194.64,M,M,900000.0,5.0,TYPE-A,56,2,MONTHLY,347811,0,20130822,
3816,33,500000.0,M,M,18000000.0,1.0,TYPE-B,62,3,ANNUAL,864322,0,20100209,
3817,19,250000.0,M,M,2700000.0,1.0,TYPE-B,56,2,SEMI-ANNUAL,262399,0,20090330,
3818,17,100001.0,,,,1.0,TYPE-B,0,1,ANNUAL,195544,0,20081126,
3819,17,204894.36,,M,,6.0,TYPE-A,81,0,QUARTERLY,343466,0,20120629,
3820,12,100002.0,M,F,1500000.0,1.0,TYPE-B,50,2,QUARTERLY,1131166,1,20101228,20121127.0
3821,12,100000.0,M,M,2499996.0,1.0,TYPE-B,38,2,ANNUAL,1261488,1,20110929,20121127.0
3822,27,148579.49,M,M,999996.0,1.0,TYPE-A,40,2,ANNUAL,343344,0,20130930,
3823,77,117714.8,,M,,6.0,TYPE-A,67,0,ANNUAL,1331000,0,20121130,
3824,22,500250.0,M,F,1200000.0,1.0,TYPE-B,30,2,ANNUAL,921100,1,20100423,20110622.0
3825,102,295518.06,,M,,6.0,TYPE-A,63,0,ANNUAL,1347266,0,20121121,
3826,17,199982.52,,F,1999992.0,4.0,TYPE-A,12,1,ANNUAL,1149922,0,20130321,
3827,22,194694.74,S,F,499992.0,2.0,TYPE-A,18,0,ANNUAL,1097733,0,20131122,
3828,27,199900.0,M,F,,4.0,TYPE-B,57,3,SEMI-ANNUAL,156544,1,20081231,20110226.0
3829,94,129680.2,,M,423132.0,2.0,TYPE-A,40,0,ANNUAL,1231988,0,20120229,
3830,12,300000.0,M,M,6000000.0,1.0,TYPE-B,41,1,ANNUAL,274399,0,20090630,
3831,17,123849.7,M,M,699996.0,2.0,TYPE-A,55,3,SEMI-ANNUAL,343466,0,20131007,
3832,17,126340.5,M,M,600000.0,1.0,TYPE-A,59,3,SEMI-ANNUAL,343344,0,20130429,
3833,17,150000.0,M,M,699996.0,1.0,TYPE-B,36,2,ANNUAL,448099,0,20091230,
3834,12,250000.0,M,F,999996.0,1.0,TYPE-B,36,1,ANNUAL,570800,0,20100630,
3835,89,200000.4,,M,1599996.0,1.0,TYPE-A,49,0,ANNUAL,132000,0,20130228,
3836,78,101515.2,,M,,1.0,TYPE-A,59,0,SEMI-ANNUAL,1153199,1,20110512,20120611.0
3837,40,100000.0,M,M,399996.0,1.0,TYPE-B,44,2,ANNUAL,718888,0,20091020,
3838,78,118212.48,,F,843024.0,1.0,TYPE-A,55,0,MONTHLY,1315722,0,20120806,
3839,12,200000.0,,M,,1.0,TYPE-B,50,0,ANNUAL,1155133,1,20101213,20120211.0
3840,12,100000.0,M,M,500004.0,1.0,TYPE-B,57,1,ANNUAL,167666,1,20080723,20090921.0
3841,12,250000.0,M,F,1500000.0,2.0,TYPE-B,44,1,ANNUAL,1463822,0,20130930,
3842,47,100000.0,M,M,399996.0,1.0,TYPE-B,47,3,ANNUAL,718788,0,20100413,
3843,17,141846.64,M,M,499992.0,2.0,TYPE-A,44,3,QUARTERLY,343344,0,20121107,
